OID_,created_date,last_edited_date,ROADSEGID,SUB_TYPE,FNODE,TNODE,LENGTH,ROADID,RIGHTWAY,ADDSEGDT,SEGSTAT,DEDSTAT,FUNCLASS,ONEWAY,SUBDIVID,SEGCLASS,LJURISDIC,LLOWADDR,LHIGHADDR,RJURISDIC,RLOWADDR,RHIGHADDR,LMIXADDR,RMIXADDR,PENDING,ABLOADDR,ABHIADDR,NAD83N,NAD83E,SPEED,L_ZIP,R_ZIP,LPSJUR,RPSJUR,CARTO,OBMH,FIREDRIV,L_BLOCK,R_BLOCK,L_TRACT,R_TRACT,L_BEAT,R_BEAT,FRXCOORD,FRYCOORD,MIDXCOORD,MIDYCOORD,TOXCOORD,TOYCOORD,F_LEVEL,T_LEVEL,L_PSBLOCK,R_PSBLOCK,RD20PRED,RD20NAME,RD20SFX,RD20FULL,RD30PRED,RD30NAME,RD30SFX,RD30POSTD,RD30FULL,Shape_Length
1824,4/25/2008 16:57:40,8/23/2022 10:23:54,177433,,154146,10936,509.471294580000006,9190,0,4/25/2008 16:57:40,M,D,6,B,0,2,CN,2784,2868,CN,2785,2869,N,N,N,2784,2869,2034168.000000000000000,6262931.000000000000000,45,92084,92084,CN,CN,3,N,Y,1000,2023,19203,19209,323,325,6262931.000000000000000,2034168.000000000000000,6262852.918999999761581,2034410.752000000094995,6262775.000000000000000,2034653.000000000000000,1,1,10000,10240,E,VISTA,WY,E VISTA WY,E,VISTA,WAY,,E VISTA WAY,509.471313068172662
1825,8/4/2011 14:02:18,7/14/2016 11:39:55,197437,,168355,41035,537.906924320000030,7345,0,8/4/2011 14:02:18,M,D,6,B,0,2,EN,1184,1208,EN,1185,1209,N,N,N,1184,1209,1961909.504999999888241,6250895.958999999798834,45,92024,92024,EN,EN,3,N,Y,1011,3001,17606,17403,215,222,6250895.958999999798834,1961909.504999999888241,6251164.525999999605119,1961894.250000000000000,6251433.000000000000000,1961879.000000000000000,1,1,20200,30010,,ENCINITAS,BL,ENCINITAS BL,,ENCINITAS,BLVD,,ENCINITAS BLVD,537.906915147822133
1826,6/27/2013 8:21:01,6/27/2013 8:21:05,203553,,159949,159951,924.364812600000050,43819,0,6/27/2013 8:21:01,M,D,6,B,0,2,CN,26610,26798,CN,26611,26799,N,N,Y,26610,26799,1967779.465000000083819,6407148.421000000089407,45,92065,92065,CN,CN,2,N,Y,2011,2011,20807,20807,432,432,6407148.421000000089407,1967779.465000000083819,6407610.322999999858439,1967774.851999999955297,6408072.520999999716878,1967773.935999999986961,1,1,11390,11390,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,924.364814373633635
1827,7/30/2013 8:30:12,7/14/2016 11:49:15,203797,,76451,173829,2135.868763760000093,42914,40,7/30/2013 8:30:12,M,D,6,B,0,2,CN,0,0,CN,0,0,N,N,N,0,0,1868595.799000000115484,6605261.360000000335276,45,92259,92259,CN,CN,3,N,Y,3074,3075,21001,21001,849,849,6605261.360000000335276,1868595.799000000115484,6605941.077999999746680,1867779.685999999986961,6606729.998999999836087,1867060.000000000000000,1,1,13330,13340,,SWEENY PASS,RD,SWEENY PASS RD,,SWEENY PASS,RD,,SWEENY PASS RD,2135.868645700560592
1828,8/13/2013 9:48:07,7/14/2016 11:54:18,204215,,50263,50676,13309.573939510000855,25708,0,8/13/2013 9:48:07,M,D,6,B,0,2,CN,35950,38494,CN,35951,38495,N,N,N,35950,38495,1934350.222000000067055,6521996.978000000119209,45,92036,92036,CN,CN,3,N,Y,3017,3039,21001,21001,847,847,6521996.978000000119209,1934350.222000000067055,6528465.615000000223517,1934949.371000000042841,6534451.741000000387430,1932945.665999999968335,1,1,12440,12450,,GREAT STHRN OVRLND S,,GREAT STHRN OVRLND S,,GREAT STHRN OVERLAND STAGE RT,,,GREAT STHRN OVERLAND STAGE RT,13309.573977454178021
1829,2/10/2016 14:50:30,7/14/2016 11:54:45,217403,,61050,60365,1775.607834169999933,26645,0,2/10/2016 14:50:30,M,D,6,B,0,2,CN,10420,10530,CN,10421,10531,N,N,N,10420,10531,1892184.000999999931082,6508729.000000000000000,20,91948,91948,CN,CN,3,N,Y,1074,1078,20902,20902,852,855,6508729.000000000000000,1892184.000999999931082,6509121.233000000007451,1892977.179000000003725,6509389.000000000000000,1893789.000000000000000,1,1,12750,12800,,SUNRISE,HY,SUNRISE HY,,SUNRISE,HWY,,SUNRISE HWY,1775.607855303416954
1830,2/12/2016 14:18:20,3/28/2017 10:21:32,217450,,24234,160076,5095.917355309999948,26390,0,2/12/2016 14:18:20,M,D,6,B,0,2,CN,25000,25566,CN,24301,25567,N,N,N,24301,25567,2003472.000000000000000,6430112.000000000000000,50,92070,92070,CN,CN,2,N,Y,2047,2044,20903,20903,827,826,6430112.000000000000000,2003472.000000000000000,6428999.984000000171363,2005751.075999999884516,6427540.984000000171363,2007818.181000000098720,1,1,20510,32200,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,5095.917397629566949
1831,8/18/2010 14:01:29,4/12/2021 11:44:44,185361,,37379,159510,957.983813690000034,43819,0,8/18/2010 14:01:29,M,D,6,B,0,2,CN,25400,25520,CN,25401,25521,N,N,N,25400,25521,1972908.000000000000000,6398528.000000000000000,45,92065,92065,CN,CN,2,N,Y,2003,2018,20807,20807,445,432,6398528.000000000000000,1972908.000000000000000,6399000.044999999925494,1972849.306000000098720,6399463.473000000230968,1972734.760000000009313,1,1,11160,11320,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,957.983795101352598
1832,4/13/2012 9:37:17,9/15/2015 9:43:54,200102,,65248,176072,1290.879230450000023,27209,0,4/13/2012 9:37:17,M,D,6,B,0,2,CN,28250,28368,CN,28251,28369,N,N,N,28250,28369,1884742.397000000113621,6473381.817999999970198,20,91962,91962,CN,CN,3,N,Y,2016,2022,20902,20902,852,852,6473381.817999999970198,1884742.397000000113621,6473740.861999999731779,1884212.750999999931082,6474182.899000000208616,1883741.845999999903142,1,1,20190,20300,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,,OLD HIGHWAY 80,1290.879493851632787
1833,12/20/2013 10:24:06,12/20/2013 10:24:09,206811,,159512,38414,456.216532939999979,43819,0,12/20/2013 10:24:06,M,D,6,B,0,2,CN,25976,25988,CN,25977,25989,N,N,N,25976,25989,1970552.716999999945983,6402680.375000000000000,45,92065,92065,CN,CN,2,N,Y,2003,2018,20807,20807,445,432,6402680.375000000000000,1970552.716999999945983,6402857.635999999940395,1970409.368999999947846,6403036.000000000000000,1970267.000000000000000,1,1,11160,11320,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,456.216461670240960
1834,9/14/2015 15:08:40,7/14/2016 11:50:24,214382,,178018,107785,241.336035600000002,4200,0,9/14/2015 15:08:40,M,D,6,B,0,2,CV,169,179,CV,168,178,N,N,N,168,179,1816533.536000000080094,6311687.668999999761581,35,91910,91910,CV,CN,3,N,Y,1006,2000,12303,12304,14,721,6311687.668999999761581,1816533.536000000080094,6311808.666000000201166,1816532.683999999891967,6311929.000000000000000,1816532.000000000000000,1,1,10100,20000,,BONITA,RD,BONITA RD,,BONITA,RD,,BONITA RD,241.335917544180660
1835,9/22/2015 8:59:38,2/19/2019 9:02:00,214516,,178155,178142,28.751690419999999,104195,0,9/22/2015 8:59:38,M,D,6,F,0,2,OC,1100,1106,OC,1101,1107,N,N,N,1100,1107,2020378.452000000048429,6215196.094999999739230,45,92058,92058,OC,OC,2,N,Y,2004,2003,18615,18615,10,10,6215196.094999999739230,2020378.452000000048429,6215200.384999999776483,2020391.779000000096858,6215204.905000000260770,2020405.820999999996275,1,1,10190,10190,,SR-76 EB,,SR-76 EB,,STATE ROUTE 76 EB,,,STATE ROUTE 76 EB,28.751533595957856
1836,9/22/2015 10:08:07,2/19/2019 9:01:58,214543,,178164,178155,309.287390979999998,104195,0,9/22/2015 10:08:07,M,D,6,F,,2,OC,1026,1098,OC,1027,1099,N,N,N,1026,1099,2020080.209999999962747,6215116.076000000350177,45,92058,92058,OC,OC,2,N,Y,2004,2004,18615,18615,10,10,6215116.076000000350177,2020080.209999999962747,6215148.722000000067055,2020231.705000000074506,6215196.094999999739230,2020378.452000000048429,1,1,10190,10190,,SR-76 EB,,SR-76 EB,,STATE ROUTE 76 EB,,,STATE ROUTE 76 EB,309.287406276211584
1837,9/23/2015 9:31:01,2/19/2019 9:01:47,214604,,178194,17111,342.690528649999976,104198,0,9/23/2015 9:31:01,M,D,6,F,,2,OC,832,872,OC,833,873,N,N,N,832,873,2018967.391999999992549,6214870.786999999545515,18,92054,92054,OC,OC,2,N,Y,1005,1006,18400,18400,6,6,6214870.786999999545515,2018967.391999999992549,6214918.004999999888241,2019131.678000000072643,6214960.951000000350177,2019297.911000000080094,1,1,10160,10160,,SR-76 EB ON,RA,SR-76 EB ON RA,,STATE ROUTE 76 EB ON,RAMP,,STATE ROUTE 76 EB ON RAMP,342.690689614636767
1838,9/23/2015 9:36:59,2/19/2019 9:02:03,214608,,17040,178195,257.896523380000019,104194,0,9/23/2015 9:36:59,M,D,6,F,,2,OC,0,0,OC,0,0,N,N,N,0,0,2019538.567999999970198,6214939.156999999657273,45,92054,92054,OC,OC,2,N,Y,1005,1004,18400,18400,6,6,6214939.156999999657273,2019538.567999999970198,6214913.797000000253320,2019412.084999999962747,6214888.457000000402331,2019285.703999999910593,1,1,10000,10000,,SR-76 WB,,SR-76 WB,,STATE ROUTE 76 WB,,,STATE ROUTE 76 WB,257.896736222524453
1839,8/21/2017 15:38:38,7/28/2022 12:44:50,221603,,35081,35396,4231.666405930000110,39966,0,8/21/2017 15:38:38,M,D,6,B,0,2,SD,14300,15498,SD,14301,15499,N,N,N,14300,15499,1980058.350000000093132,6325563.116999999620020,45,92027,92027,SD,SD,2,N,Y,1022,1007,20711,20710,235,235,6325563.116999999620020,1980058.350000000093132,6327552.963000000454485,1980370.041999999899417,6329275.000000000000000,1979343.000000000000000,1,1,11290,10130,,SAN PASQUAL VALLEY,RD,SAN PASQUAL VALLEY RD,,SAN PASQUAL VALLEY,RD,,SAN PASQUAL VALLEY RD,4231.666506424727231
1840,6/29/2006 9:17:21,1/16/2019 13:13:26,172829,,150768,107461,522.388303479999990,40808,0,6/29/2006 9:17:21,M,D,6,B,0,2,CN,37030,37088,CN,37031,37089,N,N,N,37030,37089,1817229.442999999970198,6530171.941999999806285,50,91906,91906,CN,CN,2,N,Y,1122,1123,21102,21102,880,880,6530171.941999999806285,1817229.442999999970198,6530321.229000000283122,1817443.398000000044703,6530533.000000000000000,1817592.000000000000000,1,1,23480,23470,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,522.388394894316548
1841,7/17/2006 13:16:57,4/15/2011 10:37:08,173028,,113340,150913,1819.558398959999977,40808,0,7/17/2006 13:16:57,M,D,6,B,0,2,CN,25140,25398,CN,25141,25399,N,N,N,25140,25399,1799793.000000000000000,6451565.000000000000000,50,91963,91963,CN,CN,2,N,Y,1060,1061,21101,21101,878,878,6451565.000000000000000,1799793.000000000000000,6452353.360000000335276,1799418.493999999947846,6453123.082000000402331,1798954.395000000018626,1,1,11410,11390,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,1819.558644895684893
1842,8/19/2010 11:56:59,4/12/2021 11:44:47,185491,,159598,37094,534.004204370000025,43819,0,8/19/2010 11:56:59,M,D,6,B,0,2,CN,24658,24698,CN,24659,24699,N,N,N,24658,24699,1973196.472999999998137,6394247.013000000268221,45,92065,92065,CN,CN,2,N,Y,1042,2014,20807,20807,432,432,6394247.013000000268221,1973196.472999999998137,6394367.878999999724329,1973434.541999999899417,6394488.000000000000000,1973673.000000000000000,1,1,10220,11150,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,534.004461885644218
1843,8/19/2010 12:06:39,4/12/2021 11:44:52,185501,,36803,159605,102.029432209999996,43819,0,8/19/2010 12:06:39,M,D,6,B,0,2,CN,25020,25034,CN,25021,25035,N,N,N,25020,25035,1974524.000000000000000,6396869.000000000000000,45,92065,92065,CN,CN,2,N,Y,2003,2015,20807,20807,445,432,6396869.000000000000000,1974524.000000000000000,6396915.974999999627471,1974504.141999999992549,6396962.978000000119209,1974484.273000000044703,1,1,11160,10170,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,102.029416697601093
1844,8/23/2010 7:33:37,8/23/2010 7:33:58,185577,,38861,159656,598.194223699999952,43819,0,8/23/2010 7:33:37,M,D,6,B,0,2,CN,24150,24204,CN,24151,24205,N,N,N,24150,24205,1969018.000000000000000,6390856.000000000000000,45,92065,92065,CN,CN,2,N,Y,1043,2011,20807,20807,431,436,6390856.000000000000000,1969018.000000000000000,6391044.366000000387430,1969250.148999999975786,6391184.446000000461936,1969513.939000000013039,1,1,10220,11050,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,598.194369577989733
1845,8/23/2010 7:49:10,8/23/2010 7:49:26,185580,,159656,159658,51.806760959999998,43819,0,8/23/2010 7:49:10,M,D,6,B,0,2,CN,24206,24212,CN,24207,24213,N,N,N,24206,24213,1969513.939000000013039,6391184.446000000461936,45,92065,92065,CN,CN,2,N,Y,1043,2011,20807,20807,432,432,6391184.446000000461936,1969513.939000000013039,6391196.008999999612570,1969537.226000000024214,6391207.486999999731779,1969560.340000000083819,1,1,10220,11050,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,51.806589141527077
1846,8/23/2010 9:20:08,9/16/2011 8:56:44,185650,,39388,159707,124.996781069999997,43819,60,8/23/2010 9:20:08,M,D,6,B,0,2,CN,23940,23966,CN,23941,23967,N,N,N,23940,23967,1967523.000000000000000,6389689.000000000000000,45,92065,92065,CN,CN,2,N,Y,1012,2011,20807,20807,431,436,6389689.000000000000000,1967523.000000000000000,6389688.695000000298023,1967584.715000000083819,6389708.936999999918044,1967644.056000000098720,1,1,10280,11050,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,124.996666248737128
1847,9/1/2010 15:19:40,9/1/2010 15:19:51,186209,,160116,107829,24.414966780000000,40808,0,9/1/2010 15:19:40,M,D,6,B,0,2,CN,35696,35698,CN,35697,35699,N,N,N,35696,35699,1816453.081000000005588,6521096.961000000126660,50,91906,91906,CN,CN,2,N,Y,3011,3020,21101,21101,880,880,6521096.961000000126660,1816453.081000000005588,6521108.285000000149012,1816449.108999999938533,6521120.000000000000000,1816445.000000000000000,1,1,31230,31290,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,24.414921914562651
1848,10/10/2013 8:11:21,6/9/2016 10:59:25,205441,,37464,37503,123.347514730000000,120252,0,10/10/2013 8:11:21,M,D,6,B,0,2,CN,1431,1439,CN,1430,1438,N,N,N,1430,1439,1972758.000000000000000,6457679.000000000000000,50,92036,92036,CN,CN,2,N,Y,1018,2000,20904,20904,832,832,6457679.000000000000000,1972758.000000000000000,6457647.116999999620020,1972704.827000000048429,6457616.000000000000000,1972652.000000000000000,1,1,20320,30000,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,123.347544130252473
1849,6/2/2016 8:31:44,7/14/2016 11:58:13,218642,,173247,55850,6960.064118919999601,26645,0,6/2/2016 8:31:44,M,D,6,B,0,2,CN,12264,12774,CN,12265,12773,N,N,N,12264,12774,1912033.297999999951571,6496114.781999999657273,35,91948,91948,CN,CN,3,N,Y,1049,3043,20902,21001,852,852,6496114.781999999657273,1912033.297999999951571,6493614.368999999947846,1914438.852999999886379,6490963.000000000000000,1916063.000000000000000,1,1,11880,13000,,SUNRISE,HY,SUNRISE HY,,SUNRISE,HWY,,SUNRISE HWY,6960.064231581311105
1850,7/9/2016 13:43:05,7/9/2016 13:43:10,218739,,4959,155917,661.358790099999965,44006,0,7/9/2016 13:43:05,M,D,6,B,0,2,CN,14410,14500,CN,14411,14501,N,N,N,14410,14501,2069054.000999999931082,6326641.001000000163913,45,92059,92059,CN,CN,2,N,Y,1022,2028,19108,19109,809,809,6326641.001000000163913,2069054.000999999931082,6326947.333999999798834,2068929.824999999953434,6327267.078999999910593,2068847.225000000093132,1,1,10410,20720,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,661.358764515660027
1851,12/2/2022 11:52:04,12/2/2022 11:52:34,232325,,181848,191466,2844.907000059999973,120230,0,12/2/2022 11:52:04,M,D,6,B,0,2,CN,2414,2582,CN,2415,2583,N,N,N,2414,2583,1993642.462999999988824,6547911.421000000089407,50,92004,92004,CN,CN,2,N,Y,2045,3017,21001,21001,841,844,6547911.421000000089407,1993642.462999999988824,6549148.895999999716878,1994279.064000000013039,6550508.500000000000000,1994697.394000000087544,1,1,20450,30170,E,SR-78,,E SR-78,E,STATE ROUTE 78,,,E STATE ROUTE 78,2844.907023940968429
1852,8/10/2011 9:19:54,7/14/2016 11:41:11,197798,,168701,168733,500.395119309999984,2341,0,8/10/2011 9:19:54,M,D,6,B,,2,CN,1000,1098,CN,1001,1099,N,N,N,1000,1099,2086048.377000000094995,6259282.353000000119209,45,92028,92028,CN,CN,3,N,Y,2002,2002,18903,18903,384,384,6259282.353000000119209,2086048.377000000094995,6259531.870000000111759,2086052.700999999884516,6259782.254999999888241,2086050.371000000042841,1,1,20020,20020,E,MISSION,RD,E MISSION RD,E,MISSION,RD,,E MISSION RD,500.395324905634766
1853,11/21/2013 11:38:31,8/20/2020 10:04:56,206051,,79386,79613,361.333204770000009,6291,50,11/21/2013 11:38:31,M,D,6,B,0,2,EC,1101,1121,EC,1100,1120,N,N,N,1100,1121,1863982.000000000000000,6353356.000000000000000,40,92019,92019,EC,EC,2,N,Y,2006,2017,15405,15408,3,3,6353356.000000000000000,1863982.000000000000000,6353316.349999999627471,1863805.645000000018626,6353308.809999999590218,1863625.703999999910593,1,1,20110,40200,,JAMACHA,RD,JAMACHA RD,,JAMACHA,RD,,JAMACHA RD,361.333042299999136
1854,12/10/2013 12:50:14,12/10/2013 12:50:17,206399,,101641,103305,5399.697917880000205,40808,0,12/10/2013 12:50:14,M,D,6,B,0,2,CN,14440,14748,CN,14441,14749,N,N,N,14440,14749,1833189.999000000068918,6374325.000000000000000,45,91935,91935,CN,CN,2,N,Y,1002,1015,21304,21304,627,631,6374325.000000000000000,1833189.999000000068918,6376047.662999999709427,1831110.980999999912456,6378032.162999999709427,1829349.979999999981374,1,1,10300,10290,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,5399.698015361992475
1855,11/7/2016 10:56:24,11/7/2016 10:56:27,219696,,3899,3590,1411.431799539999929,26390,0,11/7/2016 10:56:24,M,D,6,B,0,2,CN,36000,36188,CN,36001,36189,N,N,N,36000,36189,2076887.000000000000000,6409821.000000000000000,50,92086,92086,CN,CN,2,N,Y,1024,3031,20903,20903,820,820,6409821.000000000000000,2076887.000000000000000,6409631.872999999672174,2077567.189000000013039,6409730.000000000000000,2078258.000999999931082,1,1,10590,33740,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,1411.431687023251925
1856,11/8/2016 10:55:05,11/8/2016 10:55:11,219808,,11637,181802,1159.239184849999901,27287,0,11/8/2016 10:55:05,M,D,6,B,0,2,CN,26550,26632,CN,26551,26633,N,N,N,26550,26633,2032062.000000000000000,6404557.000000000000000,35,92070,92070,CN,CN,4,N,Y,1062,1083,20903,20903,803,803,6404557.000000000000000,2032062.000000000000000,6404117.245000000111759,2031711.655000000027940,6403550.274000000208616,2031615.483000000007451,1,1,11590,11960,,EAST GRADE,RD,EAST GRADE RD,,EAST GRADE,RD,,EAST GRADE RD,1159.239217469680852
1857,11/8/2016 10:55:44,11/8/2016 10:55:55,219810,,181803,12098,309.173500680000018,27287,0,11/8/2016 10:55:44,M,D,6,B,0,2,CN,26680,27772,CN,26681,27773,N,N,N,26680,27773,2031194.912999999942258,6403014.481999999843538,35,92070,92070,CN,CN,4,N,Y,1082,1083,20903,20903,820,820,6403014.481999999843538,2031194.912999999942258,6403002.368999999947846,2031040.902000000001863,6403011.000000000000000,2030887.000000000000000,1,1,11940,11950,,EAST GRADE,RD,EAST GRADE RD,,EAST GRADE,RD,,EAST GRADE RD,309.173499641803744
1858,11/9/2016 13:49:49,11/9/2016 13:50:01,219924,,35295,181847,5502.279650749999746,120230,0,11/9/2016 13:49:49,M,D,6,B,0,2,CN,120,194,CN,121,195,N,N,N,120,195,1979569.000000000000000,6494068.000000000000000,50,92036,92036,CN,CN,2,N,Y,2157,3017,20903,21001,828,843,6494068.000000000000000,1979569.000000000000000,6496717.957999999634922,1980202.568999999901280,6499218.633000000379980,1981234.898999999975786,1,1,31780,11640,E,SR-78,,E SR-78,E,STATE ROUTE 78,,,E STATE ROUTE 78,5502.279703027591495
1859,11/9/2016 13:53:31,11/9/2016 13:53:34,219926,,29942,29371,6361.550624129999960,120230,0,11/9/2016 13:53:31,M,D,6,B,0,2,CN,350,398,CN,351,399,N,N,N,350,399,1991680.520000000018626,6515841.564000000245869,50,92036,92036,CN,CN,2,N,Y,2049,3017,21001,21001,841,844,6515841.564000000245869,1991680.520000000018626,6518840.627000000327826,1992563.720999999903142,6521873.000000000000000,1993002.000000000000000,1,1,30980,10820,E,SR-78,,E SR-78,E,STATE ROUTE 78,,,E STATE ROUTE 78,6361.550656648530094
1860,11/10/2016 9:28:46,11/10/2016 9:28:56,219964,,181864,181863,7992.575335219999943,25703,0,11/10/2016 9:28:46,M,D,6,B,0,2,CN,631,769,CN,630,768,N,N,N,630,769,2026035.355999999912456,6512063.974000000394881,45,92066,92066,CN,CN,3,N,Y,1022,1000,21001,21002,842,842,6512063.974000000394881,2026035.355999999912456,6508548.405000000260770,2025553.216999999945983,6508372.688000000081956,2022961.073000000091270,1,1,30830,21200,,MONTEZUMA VALLEY,RD,MONTEZUMA VALLEY RD,,MONTEZUMA VALLEY,RD,,MONTEZUMA VALLEY RD,7992.575373868009592
1861,11/10/2016 9:50:09,11/10/2016 9:50:20,219969,,10375,181866,1225.364643729999898,25703,0,11/10/2016 9:50:09,M,D,6,B,0,2,CN,121,171,CN,120,170,N,N,N,120,171,2036548.000000000000000,6515991.000000000000000,45,92004,92004,CN,CN,3,N,Y,1001,1010,21001,21002,842,842,6515991.000000000000000,2036548.000000000000000,6515971.485999999567866,2035936.452999999979511,6515628.436999999918044,2035446.287999999942258,1,1,30010,21170,,MONTEZUMA VALLEY,RD,MONTEZUMA VALLEY RD,,MONTEZUMA VALLEY,RD,,MONTEZUMA VALLEY RD,1225.364551773329822
1862,11/21/2016 8:50:28,11/21/2016 8:52:30,220028,,45111,45090,1453.402804170000081,5393,0,11/21/2016 8:50:28,M,D,6,B,0,2,PW,16800,16918,PW,16801,16919,N,N,N,16800,16919,1951360.000000000000000,6317126.000000000000000,35,92064,92064,PW,PW,3,N,Y,3000,2000,17006,17020,404,402,6317126.000000000000000,1951360.000000000000000,6316399.053999999538064,1951364.374000000068918,6315674.964999999850988,1951411.317000000039116,1,1,10000,10440,,ESPOLA,RD,ESPOLA RD,,ESPOLA,RD,,ESPOLA RD,1453.402943778604595
1863,4/1/1980 0:00:00,12/20/2013 13:49:50,9075,,30133,30229,191.380617769999986,3491,0,4/1/1980 0:00:00,M,D,6,B,0,2,ES,151,199,ES,150,198,N,N,N,150,199,1991246.000000000000000,6311865.000000000000000,45,92027,92025,ES,ES,2,N,Y,2021,2012,20211,20202,54,52,6311865.000000000000000,1991246.000000000000000,6311898.048000000417233,1991155.868000000016764,6311930.000000000000000,1991065.999000000068918,1,1,20240,30180,N,ASH,ST,N ASH ST,N,ASH,ST,,N ASH ST,191.380526468039790
1864,4/1/1980 0:00:00,2/21/2019 13:30:51,36808,,31384,31457,173.047869969999994,9237,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,800,898,CN,719,899,N,N,N,719,899,1988736.000000000000000,6313346.000000000000000,45,92027,92025,CN,CN,2,N,Y,3005,4004,20705,20602,379,379,6313346.000000000000000,1988736.000000000000000,6313347.901999999769032,1988649.037000000011176,6313347.000000000000000,1988563.000000000000000,1,1,30080,40080,,SAN PASQUAL VALLEY,RD,SAN PASQUAL VALLEY RD,,SAN PASQUAL VALLEY,RD,,SAN PASQUAL VALLEY RD,173.047825359075176
1865,4/1/1980 0:00:00,2/21/2019 13:30:38,36817,,31240,31384,377.724653559999979,9237,0,4/1/1980 0:00:00,M,D,6,B,0,2,ES,750,798,ES,711,717,N,N,N,711,798,1989093.000000000000000,6313236.000000000000000,45,92027,92025,ES,ES,2,N,Y,3002,4004,20705,20602,54,52,6313236.000000000000000,1989093.000000000000000,6313314.154000000096858,1988921.489999999990687,6313346.000000000000000,1988736.000000000000000,1,1,30040,40080,,SAN PASQUAL VALLEY,RD,SAN PASQUAL VALLEY RD,,SAN PASQUAL VALLEY,RD,,SAN PASQUAL VALLEY RD,377.724883906103230
